mRNA_size	ORF_size	Fickett_score	Hexamer_score	coding_prob
1000::CHR12:55818041-55826260(MSTRG.6952.1)	8219	267	0.3809	-0.292937939299	0.00315187440765639
1000::CHR12:55829656-55836251(MSTRG.6953.2)	6595	501	0.8726	-0.00668020013513	0.594465786421642
1000::CHR12:54181453-54188972(MSTRG.6960.12)	7519	411	0.9644	-0.0233470389809	0.387033655370121
1000::CHR12:54181485-54188957(MSTRG.6960.19)	7472	411	0.9644	-0.0233470389809	0.387645213575969
1000::CHR12:54262629-54273823(MSTRG.6968.2)	11194	243	0.7378	-0.144754584708	0.0169778946884614
1000::CHR12:54280872-54284317(MSTRG.6971.23)	3445	231	0.8496	-0.247989671102	0.0178252883009425
1000::CHR12:54282800-54285229(MSTRG.6971.39)	2429	165	1.0524	0.360579294112	0.425609329313018
1000::CHR12:56128267-56150043(MSTRG.6982.7)	21776	492	0.6183	0.139498022816	0.368143040964012
1000::CHR12:56134601-56144673(MSTRG.6982.12)	10072	492	0.6183	0.139498022816	0.525366652711199
1000::CHR12:55898995-55972789(MSTRG.6985.1)	73794	909	0.5432	-0.0598872154673	0.45118277442516
1000::CHR12:55909094-55971087(MSTRG.6985.2)	61993	909	0.5432	-0.0598872154673	0.610917606208979
1000::CHR12:55932108-55953795(MSTRG.6988.26)	21687	909	0.5432	-0.0598872154673	0.934697977825991
1000::CHR12:56091407-56117967(MSTRG.6994.1)	26560	528	0.7153	-0.219816574119	0.095713435500285
1000::CHR12:56163345-56189520(MSTRG.6998.5)	26175	420	1.0489	-0.0274374768613	0.246832730680357
1000::CHR12:56163345-56189483(MSTRG.6998.6)	26138	420	1.0489	-0.0274374768613	0.247210083193148
1000::CHR12:56163345-56189473(MSTRG.6998.7)	26128	420	1.0489	-0.0274374768613	0.247312136840691
1000::CHR12:56163345-56189473(MSTRG.6998.8)	26128	420	1.0489	-0.0274374768613	0.247312136840691
1000::CHR12:56222015-56229854(MSTRG.7002.1)	7839	324	0.8715	0.109682674539	0.276144926911966
1000::CHR12:56257590-56257941(MSTRG.7005.1)	351	132	0.769	0.00171909624576	0.0239011570746276
1000::CHR12:56414674-56416069(MSTRG.7006.1)	1395	144	0.6381	-0.281070015025	0.00301870551903172
1000::CHR12:56663883-56664497(MSTRG.7012.1)	614	87	0.9929	-0.121128313553	0.0147571562654251
1000::CHR12:56664142-56664498(MSTRG.7012.2)	356	87	0.9929	-0.121128313553	0.0149642553733404
1000::CHR12:56310428-56315206(MSTRG.7014.39)	4778	255	0.7815	0.0029726387452	0.074084455364207
1000::CHR12:56311001-56315206(MSTRG.7014.43)	4205	204	0.5843	-0.389045381471	0.00218621941173004
1000::CHR12:56316941-56324394(MSTRG.7017.5)	7453	411	0.9451	-0.0404594074969	0.348292667483649
1000::CHR12:56316947-56324394(MSTRG.7017.7)	7447	411	0.9451	-0.0404594074969	0.348367346438111
1000::CHR12:56325051-56333981(MSTRG.7017.20)	8930	486	0.5502	-0.272461814771	0.0667577769721764
1000::CHR12:56341618-56351181(MSTRG.7019.21)	9563	276	0.8257	-0.0672997485861	0.055878869147538
1000::CHR12:56521969-56596073(MSTRG.7021.3)	74104	522	0.4507	-0.280682376947	0.00202272610325818
1000::CHR12:56521999-56589503(MSTRG.7021.7)	67504	522	0.4507	-0.280682376947	0.00290214755557544
1000::CHR12:56560376-56596071(MSTRG.7021.10)	35695	474	0.5201	-0.254069808788	0.0143216323057674
1000::CHR12:56600744-56636366(MSTRG.7023.6)	35622	639	0.487	0.107935969196	0.425822228441168
1000::CHR12:56604240-56636366(MSTRG.7023.8)	32126	639	0.487	0.107935969196	0.473218916881521
1000::CHR12:56615396-56635007(MSTRG.7023.18)	19611	639	0.487	0.107935969196	0.640834164460136
1000::CHR12:56638175-56651929(MSTRG.7024.1)	13754	291	0.8399	-0.0853641570531	0.049749801685607
1000::CHR12:57055707-57067131(MSTRG.7027.3)	11424	315	0.8006	0.0752653467031	0.152621818211906
1000::CHR12:57067216-57078763(MSTRG.7027.5)	11547	318	0.6207	-0.309132018018	0.00956399352017697
1000::CHR12:56712504-56725267(MSTRG.7028.16)	12763	2238	1.2884	-0.0742166470828	0.999999998751093
1000::CHR12:56713116-56741535(MSTRG.7028.22)	28419	2238	1.2884	-0.0742166470828	0.999999997053238
1000::CHR12:57253776-57268577(MSTRG.7031.14)	14801	621	1.0109	0.0439470798459	0.886855285290796
1000::CHR12:57096248-57111374(MSTRG.7037.8)	15126	516	0.79	-0.115288925715	0.297068979220911
1000::CHR12:57591222-57603418(MSTRG.7041.4)	12196	342	1.0906	0.224322119181	0.61058075822346
1000::CHR12:57623440-57633151(MSTRG.7045.3)	9711	291	0.9119	-0.115676741866	0.0651444506562368
1000::CHR12:57623440-57632668(MSTRG.7045.4)	9228	291	0.9119	-0.115676741866	0.0667760079617963
1000::CHR12:57626428-57633202(MSTRG.7045.6)	6774	333	0.7218	0.0659026444415	0.16990646486806
1000::CHR12:57822891-57829550(MSTRG.7046.3)	6659	342	0.6461	-0.0434922260715	0.0828618488027637
1000::CHR12:58327384-58336914(MSTRG.7049.1)	9530	378	0.6738	-0.182932362967	0.0516899937839832
1000::CHR12:57726271-57728356(MSTRG.7053.38)	2085	1443	0.5784	0.196614254803	0.999988671285908
1000::CHR12:57745039-57748218(MSTRG.7056.5)	3179	237	0.527	-0.020989209608	0.0250382271387548
1000::CHR12:57745066-57747855(MSTRG.7056.11)	2789	237	0.527	-0.020989209608	0.0255655795794334
1000::CHR12:57755728-57759416(MSTRG.7059.2)	3688	645	0.9095	0.0801126545763	0.943041180592903
1000::CHR12:57768638-57772076(MSTRG.7060.10)	3438	294	0.5274	-0.174680006448	0.0185283772738506
1000::CHR12:57782818-57797571(MSTRG.7061.20)	14753	390	1.1164	0.283969845628	0.785407440965523
1000::CHR12:57800908-57801513(MSTRG.7063.1)	605	141	1.0383	-0.0390932634308	0.0501059025362679
1000::CHR12:57460255-57466387(MSTRG.7068.5)	6132	432	0.7096	0.120166787164	0.46101415021643
1000::CHR12:57488068-57517530(MSTRG.7070.7)	29462	576	0.5279	-0.00690980523976	0.227599549403297
1000::CHR12:57488068-57520465(MSTRG.7070.8)	32397	576	0.5279	-0.00690980523976	0.200552434932248
1000::CHR12:57522842-57528712(MSTRG.7073.7)	5870	1029	0.9658	0.0192576296028	0.998896375456269
1000::CHR12:57529633-57547152(MSTRG.7074.1)	17519	354	0.9384	-0.00453205344972	0.165030000121026
1000::CHR12:57529633-57547152(MSTRG.7074.2)	17519	354	0.9384	-0.00453205344972	0.165030000121026
1000::CHR12:62260399-62404643(MSTRG.7083.6)	144244	510	0.7927	0.0728144738639	0.00105058651873139
1000::CHR12:63844803-64143780(MSTRG.7096.4)	298977	723	0.9239	0.0849835994601	3.98709081829839e-06
1000::CHR12:63680546-63680892(MSTRG.7108.1)	346	72	0.8435	-0.513060334878	0.00071134511962213
1000::CHR12:63780117-63808976(MSTRG.7111.9)	28859	393	0.8591	-0.345822649267	0.0155024022498812
1000::CHR12:63780117-63808976(MSTRG.7111.10)	28859	393	0.8591	-0.345822649267	0.0155024022498812
1000::CHR12:63780161-63808976(MSTRG.7111.13)	28815	393	0.8591	-0.345822649267	0.015539266247877
1000::CHR12:65169583-65246539(MSTRG.7115.1)	76956	1533	0.8203	0.310191092803	0.999945260779035
1000::CHR12:64610449-64697564(MSTRG.7124.75)	87115	798	0.4748	-0.15410173561	0.0485379420888239
1000::CHR12:64695554-64695769(MSTRG.7132.1)	215	63	0.7475	-0.0261888447012	0.00885738881918614
1000::CHR12:66003389-66003717(MSTRG.7142.1)	328	66	0.9312	0.0510452170756	0.0269011596062287
1000::CHR12:66114598-66130750(MSTRG.7148.1)	16152	387	0.4119	-0.305332849303	0.00802295421751048
1000::CHR12:66137920-66181069(MSTRG.7148.12)	43149	468	0.4546	-0.0410143939327	0.0255730931798188
1000::CHR12:67269358-67349139(MSTRG.7163.1)	79781	1548	0.9313	-0.0482666284447	0.999675600290309
1000::CHR12:67269390-67367411(MSTRG.7163.3)	98021	1548	0.9313	-0.0482666284447	0.999118573539273
1000::CHR12:67269390-67319947(MSTRG.7163.4)	50557	1548	0.9313	-0.0482666284447	0.999934644195574
1000::CHR12:67269726-67383148(MSTRG.7163.7)	113422	1548	0.9313	-0.0482666284447	0.99795156909411
1000::CHR12:67269726-67396357(MSTRG.7163.8)	126631	1548	0.9313	-0.0482666284447	0.995782827499538
1000::CHR12:67771460-67771802(MSTRG.7166.1)	342	171	0.8016	0.0441653862743	0.0520121089122896
1000::CHR12:67647717-67665406(MSTRG.7167.1)	17689	1587	1.098	0.308909706056	0.999999550983568
1000::CHR12:67647727-67665131(MSTRG.7167.2)	17404	1587	1.098	0.308909706056	0.999999557945765
1000::CHR12:67649360-67665406(MSTRG.7167.7)	16046	1587	1.098	0.308909706056	0.999999589665889
1000::CHR12:68553334-68553945(MSTRG.7176.2)	611	132	0.89	-0.23728425729	0.00851711603646358
1000::CHR12:68752089-68767245(MSTRG.7183.5)	15156	486	0.4668	-0.358353879654	0.0221464172862717
1000::CHR12:68752089-68767158(MSTRG.7183.6)	15069	486	0.4668	-0.358353879654	0.0222499589682608
1000::CHR12:68686971-68745807(MSTRG.7186.2)	58836	498	1.11	0.43697227461	0.73007780736057
1000::CHR12:68687455-68745742(MSTRG.7186.8)	58287	498	1.11	0.43697227461	0.735968662975325
1000::CHR12:69237349-69274168(MSTRG.7190.1)	36819	384	0.5656	0.217791763373	0.0928047166599921
1000::CHR12:69237349-69274168(MSTRG.7190.2)	36819	384	0.5656	0.217791763373	0.0928047166599921
1000::CHR12:69239620-69269939(MSTRG.7190.8)	30319	384	0.5656	0.217791763373	0.127476565729961
1000::CHR12:69239620-69269939(MSTRG.7190.9)	30319	384	0.5656	0.217791763373	0.127476565729961
1000::CHR12:69251175-69269939(MSTRG.7190.12)	18764	345	0.447	-0.296453623124	0.00519100436892639
1000::CHR12:69251175-69269939(MSTRG.7190.13)	18764	345	0.447	-0.296453623124	0.00519100436892639
1000::CHR12:69251175-69267178(MSTRG.7190.14)	16003	345	0.447	-0.296453623124	0.00603435064302543
1000::CHR12:69251175-69269939(MSTRG.7190.15)	18764	345	0.447	-0.296453623124	0.00519100436892639
1000::CHR12:69251175-69274131(MSTRG.7190.16)	22956	345	0.447	-0.296453623124	0.00412943675850243
1000::CHR12:68809002-68844190(MSTRG.7193.7)	35188	546	1.0232	0.0197507182725	0.499413182089554
1000::CHR12:68811601-68844190(MSTRG.7193.33)	32589	546	1.0232	0.0197507182725	0.53498255515838
1000::CHR12:68843303-68843663(MSTRG.7197.1)	360	63	0.8661	-0.275658857373	0.00292778941888801
1000::CHR12:74537785-74547835(MSTRG.7202.1)	10050	483	0.5773	-0.163108604339	0.121792436678367
1000::CHR12:71839763-71923215(MSTRG.7204.11)	83452	603	0.7448	-0.105358859429	0.0234327263000236
1000::CHR12:71839778-71917775(MSTRG.7204.13)	77997	603	0.7448	-0.105358859429	0.0313464675129928
1000::CHR12:71839778-71917775(MSTRG.7204.14)	77997	603	0.7448	-0.105358859429	0.0313464675129928
1000::CHR12:71664301-71666320(MSTRG.7213.1)	2019	132	0.7068	-0.0126745375631	0.0162567929767792
1000::CHR12:71674204-71772044(MSTRG.7213.6)	97840	501	0.8971	0.228499956458	0.0427363790340212
1000::CHR12:71686082-71706063(MSTRG.7213.8)	19981	366	0.7441	-0.110812422002	0.0503673064254493
1000::CHR12:71686114-71705481(MSTRG.7213.10)	19367	366	0.7441	-0.110812422002	0.0520021788950973
1000::CHR12:71689624-71721549(MSTRG.7213.13)	31925	375	1.0456	-0.151470485334	0.0630707797637031
1000::CHR12:71770536-71799940(MSTRG.7215.2)	29404	354	0.5167	-0.355518603138	0.00285309740254448
1000::CHR12:71770610-71799859(MSTRG.7215.4)	29249	354	0.5167	-0.355518603138	0.0028773787085186
1000::CHR12:71770610-71800286(MSTRG.7215.5)	29676	354	0.5167	-0.355518603138	0.00281098046105944
1000::CHR12:71770610-71785689(MSTRG.7215.6)	15079	348	0.6563	-0.164805540013	0.0293225504939069
1000::CHR12:69738862-69815684(MSTRG.7217.2)	76822	537	0.4668	0.0590498041213	0.0168665834003577
1000::CHR12:75481354-75511609(MSTRG.7226.1)	30255	393	0.4704	-0.325580607018	0.00430029777464746
1000::CHR12:75485595-75511609(MSTRG.7226.2)	26014	393	0.4704	-0.325580607018	0.00542001473502272
1000::CHR12:75337578-75390908(MSTRG.7230.13)	53330	435	0.6533	-0.143681281425	0.0109240718880085
1000::CHR12:75934331-76031604(MSTRG.7243.1)	97273	537	0.7361	-0.229643576359	0.00244731545050522
1000::CHR12:75993184-76084666(MSTRG.7247.1)	91482	588	0.5206	0.136254651582	0.0254638852977329
1000::CHR12:75993184-76067462(MSTRG.7247.2)	74278	537	0.7361	-0.229643576359	0.00858201034092739
1000::CHR12:75993184-76067570(MSTRG.7247.3)	74386	537	0.7361	-0.229643576359	0.00853177206869281
1000::CHR12:75993184-76084735(MSTRG.7247.4)	91551	588	0.5206	0.136254651582	0.0253701678308656
1000::CHR12:75994104-76084685(MSTRG.7247.5)	90581	588	0.5206	0.136254651582	0.0267190131086586
1000::CHR12:76034122-76067462(MSTRG.7247.6)	33340	327	0.5989	-0.21942697114	0.00514188233962761
1000::CHR12:76043664-76109243(MSTRG.7247.8)	65579	588	0.5206	0.136254651582	0.097580148630179
1000::CHR12:76046210-76084094(MSTRG.7247.9)	37884	276	0.6362	-0.26095235183	0.00200857160795131
1000::CHR12:76369219-76559808(MSTRG.7251.5)	190589	531	0.6789	-0.161691260842	1.7057553172401e-05
1000::CHR12:76764298-76822490(MSTRG.7257.8)	58192	519	0.7517	-0.240332501719	0.0166276595080818
1000::CHR12:79584934-79690581(MSTRG.7275.4)	105647	489	1.2162	0.225464305808	0.0697991159367737
1000::CHR12:85280220-85301784(MSTRG.7288.1)	21564	456	0.6852	0.187130604122	0.39851287824154
1000::CHR12:89419718-89525997(MSTRG.7299.1)	106279	1188	0.7832	0.030884078042	0.925701388548359
1000::CHR12:89419732-89525993(MSTRG.7299.5)	106261	1188	0.7832	0.030884078042	0.925769241699111
1000::CHR12:89514401-89525993(MSTRG.7299.17)	11592	366	0.7017	0.0128621063181	0.133261699547834
1000::CHR12:89524880-89525408(MSTRG.7302.1)	528	105	0.9652	0.237171400027	0.128275971633063
1000::CHR12:89603796-89708827(MSTRG.7305.8)	105031	399	0.4659	-0.285018391048	9.63846005223505e-05
1000::CHR12:89634996-89635231(MSTRG.7306.1)	235	162	0.6011	-0.127596562946	0.0087393217254686
1000::CHR12:88142307-88199876(MSTRG.7318.3)	57569	720	0.9346	0.0221435144256	0.604978971965206
1000::CHR12:93377925-93399584(MSTRG.7320.2)	21659	324	0.4237	-0.187640629843	0.00624744279176927
1000::CHR12:93377925-93402301(MSTRG.7320.3)	24376	324	0.4237	-0.187640629843	0.00538738835231747
1000::CHR12:93378578-93400138(MSTRG.7320.7)	21560	324	0.4237	-0.187640629843	0.00628123438075888
1000::CHR12:93381014-93402301(MSTRG.7320.11)	21287	324	0.4237	-0.187640629843	0.00637536109190441
1000::CHR12:93450472-93501291(MSTRG.7322.1)	50819	486	0.7389	-0.128125610217	0.032044251259195
1000::CHR12:93450473-93502864(MSTRG.7322.2)	52391	486	0.7389	-0.128125610217	0.0294758975106795
1000::CHR12:91985314-92145846(MSTRG.7324.5)	160532	495	0.5667	-0.0964613877604	5.97944696868741e-05
1000::CHR12:92140337-92145841(MSTRG.7324.15)	5504	348	0.9469	0.218643973341	0.587586514749423
1000::CHR12:93083321-93107615(MSTRG.7334.1)	24294	438	0.9321	-0.0469566182772	0.208806419423852
1000::CHR12:93083321-93107615(MSTRG.7334.2)	24294	438	0.9321	-0.0469566182772	0.208806419423852
1000::CHR12:93677399-93713021(MSTRG.7342.5)	35622	387	1.0783	0.082125135176	0.225034902329051
1000::CHR12:93581522-93641586(MSTRG.7349.1)	60064	540	0.5989	0.0154228621472	0.0510595375314192
1000::CHR12:93639891-93641616(MSTRG.7349.2)	1725	270	0.9604	-0.125180332355	0.0869601843583466
1000::CHR12:94308827-94412512(MSTRG.7356.4)	103685	471	0.8142	-0.00149512104528	0.00429245171263172
1000::CHR12:95021921-95067370(MSTRG.7363.4)	45449	330	0.4115	-0.322693365499	0.000770101408748463
1000::CHR12:95021921-95073503(MSTRG.7363.5)	51582	330	0.4115	-0.322693365499	0.000550299087618398
1000::CHR12:95657807-95842797(MSTRG.7375.1)	184990	933	0.963	0.0323029020762	0.0176736753709504
1000::CHR12:95657807-95791405(MSTRG.7375.2)	133598	933	0.963	0.0323029020762	0.231482641765726
1000::CHR12:95657807-95790330(MSTRG.7375.3)	132523	933	0.963	0.0323029020762	0.242134121127767
1000::CHR12:95657807-95842633(MSTRG.7375.4)	184826	933	0.963	0.0323029020762	0.017830473063596
1000::CHR12:95659086-95842703(MSTRG.7375.8)	183617	933	0.963	0.0323029020762	0.0190292765839127
1000::CHR12:95217842-95301172(MSTRG.7381.26)	83330	456	0.5102	-0.294136755255	0.000660342192035743
1000::CHR12:95231423-95263059(MSTRG.7381.38)	31636	375	0.5259	-0.0760794712498	0.0176970037705345
1000::CHR12:95300615-95301129(MSTRG.7386.1)	514	90	0.7699	-0.467134932703	0.000883711421860079
1000::CHR12:96933552-96953221(MSTRG.7390.14)	19669	453	0.7247	-0.246784031329	0.0552906225688446
1000::CHR12:100143615-100144028(MSTRG.7393.1)	413	57	0.943	-0.544831734645	0.00069636749091463
1000::CHR12:98512476-98516586(MSTRG.7394.1)	4110	492	1.0072	0.282999059038	0.933383633276959
1000::CHR12:98515590-98608492(MSTRG.7395.2)	92902	1554	0.9221	-0.0090031779496	0.999493481399739
1000::CHR12:98515630-98548957(MSTRG.7395.5)	33327	1554	0.9221	-0.0090031779496	0.999980673542999
1000::CHR12:98515852-98554259(MSTRG.7395.9)	38407	1554	0.9221	-0.0090031779496	0.999974465980267
1000::CHR12:98593686-98601707(MSTRG.7397.5)	8021	369	0.6411	0.166806083714	0.285410403562368
1000::CHR12:100032325-100142824(MSTRG.7398.2)	110499	600	0.7714	-0.0635256707121	0.00738461110315418
1000::CHR12:100573684-100624903(MSTRG.7399.2)	51219	1392	0.9938	-0.049042751741	0.999685665918872
1000::CHR12:100573684-100628286(MSTRG.7399.3)	54602	1392	0.9938	-0.049042751741	0.99962162471421
1000::CHR12:101697672-101729074(MSTRG.7417.3)	31402	366	1.1412	0.470909214822	0.791824355124425
1000::CHR12:101877683-101923612(MSTRG.7425.2)	45929	582	0.4407	-0.219498334781	0.0253738656263732
1000::CHR12:101877691-101921542(MSTRG.7425.4)	43851	582	0.4407	-0.219498334781	0.0283492785453189
1000::CHR12:102012946-102061978(MSTRG.7430.7)	49032	390	0.7945	0.0405706601416	0.0403585206634591
1000::CHR12:102073103-102120091(MSTRG.7432.1)	46988	435	0.4702	0.0132694769874	0.0211069795677787
1000::CHR12:102120195-102196368(MSTRG.7433.3)	76173	543	0.8098	-0.0603980635002	0.0291657252761096
1000::CHR12:102120245-102196368(MSTRG.7433.6)	76123	543	0.8098	-0.0603980635002	0.0292434531770749
1000::CHR12:102120247-102196368(MSTRG.7433.8)	76121	543	0.8098	-0.0603980635002	0.029246566468433
1000::CHR12:102120247-102196368(MSTRG.7433.9)	76121	543	0.8098	-0.0603980635002	0.029246566468433
1000::CHR12:102120247-102196368(MSTRG.7433.10)	76121	543	0.8098	-0.0603980635002	0.029246566468433
1000::CHR12:102120247-102197361(MSTRG.7433.11)	77114	543	0.8098	-0.0603980635002	0.0277397319165281
1000::CHR12:102123886-102196368(MSTRG.7433.14)	72482	543	0.8098	-0.0603980635002	0.0354759657693929
1000::CHR12:102123886-102196368(MSTRG.7433.15)	72482	543	0.8098	-0.0603980635002	0.0354759657693929
1000::CHR12:102123886-102196368(MSTRG.7433.16)	72482	543	0.8098	-0.0603980635002	0.0354759657693929
1000::CHR12:104121254-104137576(MSTRG.7440.4)	16322	321	0.7395	-0.250364563387	0.0162663773089792
1000::CHR12:104121254-104138210(MSTRG.7440.5)	16956	462	0.8062	0.10908529017	0.462975676146438
1000::CHR12:104119405-104119717(MSTRG.7441.1)	312	159	0.7447	-0.0952893570017	0.0166612528744351
1000::CHR12:104457001-104762014(MSTRG.7443.5)	305013	822	1.3153	0.621664042185	0.000866773756567155
1000::CHR12:104889033-104958293(MSTRG.7448.3)	69260	1314	0.6743	-0.00609864783667	0.995330882342557
1000::CHR12:104928311-104958744(MSTRG.7448.9)	30433	585	0.5406	-0.332165135832	0.0429250439384138
1000::CHR12:104286002-104348483(MSTRG.7451.4)	62481	1002	0.9861	0.208129471273	0.990224290095775
1000::CHR12:104287057-104348583(MSTRG.7451.15)	61526	1002	0.9861	0.208129471273	0.990718383677998
1000::CHR12:104249665-104265836(MSTRG.7452.1)	16171	528	1.2716	0.57289631531	0.993643594180759
1000::CHR12:104314731-104350274(MSTRG.7455.1)	35543	507	0.6707	-0.16043548779	0.0591512837159177
1000::CHR12:104344357-104396752(MSTRG.7455.2)	52395	558	0.5462	-0.160506695356	0.0279299876882353
1000::CHR12:106139624-106143310(MSTRG.7456.1)	3686	252	0.6755	0.0357302170691	0.0650167956006613
1000::CHR12:104986339-105068843(MSTRG.7459.5)	82504	729	0.3142	-0.994815857354	0.000106199288556981
1000::CHR12:104986339-105083703(MSTRG.7459.6)	97364	729	0.3142	-0.994815857354	4.70205059607712e-05
1000::CHR12:103941834-103947379(MSTRG.7471.36)	5545	351	0.667	-0.202762046126	0.0416162180830316
1000::CHR12:103967755-104032127(MSTRG.7473.9)	64372	765	0.8792	0.038603905939	0.614342332833334
1000::CHR12:103970840-104032152(MSTRG.7473.10)	61312	765	0.8792	0.038603905939	0.653256813501147
1000::CHR12:103973086-104032125(MSTRG.7473.11)	59039	765	0.8792	0.038603905939	0.680923139480288
1000::CHR12:103998232-104032129(MSTRG.7473.15)	33897	765	0.8792	0.038603905939	0.894408564039855
1000::CHR12:104025213-104032152(MSTRG.7473.16)	6939	765	1.1721	0.483987759826	0.99934296438482
1000::CHR12:106236622-106247676(MSTRG.7476.1)	11054	468	1.1162	0.0481089857802	0.71929630793071
1000::CHR12:106238003-106248002(MSTRG.7476.3)	9999	789	1.0535	0.358693742674	0.998089896580308
1000::CHR12:106238005-106247853(MSTRG.7476.4)	9848	639	1.1186	0.417692083139	0.994354427619945
1000::CHR12:106238010-106247970(MSTRG.7476.5)	9960	756	1.1186	0.364161648934	0.997869398299419
1000::CHR12:106956280-106972341(MSTRG.7489.6)	16061	471	0.6374	-0.35519797747	0.032361606014552
1000::CHR12:106978456-106987090(MSTRG.7490.5)	8634	270	0.6512	-0.136591145039	0.0205271279657783
1000::CHR12:106774663-106886786(MSTRG.7500.3)	112123	492	0.6268	-0.359862242793	0.000204448929713782
1000::CHR12:106774746-106889289(MSTRG.7500.10)	114543	492	0.6268	-0.359862242793	0.000179047641760413
1000::CHR12:106817824-106887282(MSTRG.7500.12)	69458	372	0.3973	-0.327811657326	0.000305033804514776
1000::CHR12:108645257-108645801(MSTRG.7506.1)	544	243	0.958	0.0157074301382	0.149062653318364
1000::CHR12:108778221-108857513(MSTRG.7508.3)	79292	807	0.4653	-0.0784279953409	0.117164748302113
1000::CHR12:108778443-108857590(MSTRG.7508.4)	79147	807	0.4653	-0.0784279953409	0.117989635574845
1000::CHR12:108782732-108853509(MSTRG.7508.5)	70777	807	0.4653	-0.0784279953409	0.174701083499101
1000::CHR12:108784797-108857513(MSTRG.7508.6)	72716	807	0.4653	-0.0784279953409	0.159898017288482
1000::CHR12:108784797-108857513(MSTRG.7508.7)	72716	807	0.4653	-0.0784279953409	0.159898017288482
1000::CHR12:108530210-108538132(MSTRG.7514.7)	7922	333	0.8812	0.0282814709417	0.209481529979932
1000::CHR12:108562617-108569094(MSTRG.7516.10)	6477	204	0.8035	-0.0939454060749	0.0240893328790277
1000::CHR12:109088222-109093469(MSTRG.7522.4)	5247	228	0.6811	-0.215309950022	0.0107285645224295
1000::CHR12:109088222-109093469(MSTRG.7522.5)	5247	228	0.6811	-0.215309950022	0.0107285645224295
1000::CHR12:109088222-109093631(MSTRG.7522.6)	5409	228	0.6811	-0.215309950022	0.0106346972375139
1000::CHR12:109089620-109093469(MSTRG.7522.8)	3849	228	0.6811	-0.215309950022	0.0115734019275591
1000::CHR12:109090037-109097850(MSTRG.7522.10)	7813	252	0.6947	-0.107031961251	0.0243088347436464
1000::CHR12:109154716-109266941(MSTRG.7525.7)	112225	858	0.3194	-0.76857742839	0.000354057654185387
1000::CHR12:109792244-109880541(MSTRG.7534.1)	88297	594	0.7871	0.0978905098228	0.0619736126005008
1000::CHR12:109792244-109880421(MSTRG.7534.2)	88177	594	0.7871	0.0978905098228	0.0623572168421388
1000::CHR12:109850951-109887436(MSTRG.7534.4)	36485	396	0.6544	-0.138485533594	0.0182858413096872
1000::CHR12:109999167-110039428(MSTRG.7544.1)	40261	552	0.6734	0.0679354857897	0.244751966214994
1000::CHR12:110027153-110049285(MSTRG.7545.2)	22132	378	0.453	-0.188874503516	0.0121572888235899
1000::CHR12:110452489-110468719(MSTRG.7551.3)	16230	384	0.457	-0.192565520747	0.0177151186935241
1000::CHR12:110452564-110468261(MSTRG.7551.5)	15697	384	0.457	-0.192565520747	0.0182309059389841
1000::CHR12:110453812-110468257(MSTRG.7551.7)	14445	384	0.457	-0.192565520747	0.0195011296291266
1000::CHR12:110468845-110491700(MSTRG.7553.4)	22855	465	0.8123	-0.223370226684	0.0805676541618232
1000::CHR12:110491886-110502078(MSTRG.7554.8)	10192	372	0.6385	-0.0975470093253	0.0680912846417691
1000::CHR12:110719908-110728415(MSTRG.7557.2)	8507	243	0.5619	-0.106653452844	0.0135659067816371
1000::CHR12:110719908-110742839(MSTRG.7557.3)	22931	834	0.5122	0.105598923011	0.934088452557837
1000::CHR12:111360681-111368635(MSTRG.7558.4)	7954	615	0.6548	-0.035848366552	0.658262110276433
1000::CHR12:110614168-110628918(MSTRG.7561.36)	14750	285	0.8961	0.19819874913	0.239214866687376
1000::CHR12:111842488-111893157(MSTRG.7565.6)	50669	603	0.6077	-0.210626373803	0.0454869639246049
1000::CHR12:111842627-111896539(MSTRG.7565.8)	53912	603	0.6077	-0.210626373803	0.0383611639688931
1000::CHR12:111753890-111809630(MSTRG.7569.25)	55740	459	0.7322	-0.0159877095623	0.0348047473204776
1000::CHR12:111784975-111809630(MSTRG.7569.30)	24655	357	0.6228	-0.267554168511	0.00934987398193157
1000::CHR12:111416359-111451615(MSTRG.7571.2)	35256	1002	0.9905	0.409032894262	0.999354679048726
1000::CHR12:111452529-111485850(MSTRG.7572.17)	33321	564	0.5995	0.0798574562377	0.311220811581436
1000::CHR12:111452565-111599122(MSTRG.7572.19)	146557	564	0.5995	0.0798574562377	0.000908059068911872
1000::CHR12:111931370-112013591(MSTRG.7578.5)	82221	681	0.6778	0.0235091004255	0.0963271534255139
1000::CHR12:112013348-112023449(MSTRG.7581.1)	10101	483	1.2772	0.497845799339	0.988400965215974
1000::CHR12:112160322-112273793(MSTRG.7587.6)	113471	849	0.8055	0.142310861009	0.286689679644311
1000::CHR12:112405190-112409574(MSTRG.7592.2)	4384	513	1.0522	-0.0957918589147	0.671791992483212
1000::CHR12:112405190-112409593(MSTRG.7592.3)	4403	513	1.0522	-0.0957918589147	0.671562248758241
1000::CHR12:112405203-112409614(MSTRG.7592.5)	4411	513	1.0522	-0.0957918589147	0.671465489979842
1000::CHR12:114670286-114683434(MSTRG.7600.3)	13148	516	0.4855	-0.0855952010617	0.164886325736608
1000::CHR12:112907038-112919715(MSTRG.7604.29)	12677	378	0.6523	-0.290484500113	0.0216949618155743
1000::CHR12:112938397-112972894(MSTRG.7606.6)	34497	534	0.9084	0.278730599568	0.745947383289424
